用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
温潞影,"
                    即使知道纯甘蔗制成的红糖更好，但我还是喜欢是做白糖剩下的赤砂糖，前者吃起来真的好像药，贵许多，但是接受不了，最后还是扔了。👿 ​                ",  , , ,"
                        今天00:56
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/5932321244/IwELbwLWM?refer_flag=1001030103_
平淡如水的黑草莓,"
                    #中国将全面开放油气勘查开采市场#迷惑行为？#十部委 严控公立医院数量# 医院私有 药房外包 药越来越贵 好样的 未免也太明目张胆了 现在还姓社哪 ​                ",  , ,4,"
                        03月01日 23:47
                        ",荣耀10 AI变色更潮美,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/6101286793/IwEjiAheL?refer_flag=1001030103_
樱桃十月呀,"
                    果然，药贵的不一定效果好 ​                ",  , , ,"
                        03月01日 23:07
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/3157232755/IwE2Zq7C3?refer_flag=1001030103_
-池塘之底-,"
                    大部分普通中国人，特别是中老年人，对于西药中药，并没有特别的偏好。什么中西医之争，根本懒得参与，他觉得有效，然后还不贵的，那就是好药。但是生了病却无药可救，他们是无法平和接受的。跟他们说这病得靠自愈，是基本没用的，他们听不懂这样的道理。因为无药可救，感染者会丧失跟病毒作斗争活下去的勇气，这样会人心不稳，很难以乐观的心态去听从政府的安排，去积极配合隔离和救治。于是，尽管还没有管用的药，但我告诉你可能存在某些中药有效，就给了大家一个比较积极的心理暗示，那就是先坚持着，等到药出来。当然通常是自己好了，然后什么药有没有药就无所谓了。 收起全文d
                ",  ,1, ,"
                        03月01日 23:01
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/6069075460/IwE0Gp4dE?refer_flag=1001030103_
Xiannv婷,"
                    拜托疫情快点过去吧我的药这一种刚买到，那一个就没了不停地买药好贵啊有点想去医院一次配齐了 ​                ",  , , ,"
                        03月01日 19:46
                        ",nova4自拍极点全面屏,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/3929294058/IwCJKdEss?refer_flag=1001030103_
每天都想自由,"
                    吃增强免疫力的药几天了，35x10，小贵，本来说打针的结果我过敏今天又去拿了8盒，妈妈对我真好！ ​                ",  , , ,"
                        03月01日 19:34
                        ",前置双摄vivo X9s,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/5183529673/IwCEugt5w?refer_flag=1001030103_
秀德好爱,"
                    呢几日饮药饮呕周身吾舒服，药太苦了，又贵🤔，希望饮完复诊不再饮了，身体健康好重要，现在只能好好对自己🌻一定准时食野 ​                ",  , ,1,"
                        03月01日 18:05
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/2135558087/IwC4v174B?refer_flag=1001030103_
大儿童ying,"
                    大家好像对这个皮炎挺感兴趣哦 晚上睡觉前我再慢慢酝酿下告诉你们 总之我真的用尽各种办法 当地的皮肤科医院、医科大都去看过了 每个老医生说的皮炎名称都不一样 然后朋友推荐我去香港看 挂号费1000 给我开的药差不多2000 半个月要复查一次 然而我看了2次都没好又贵又没半点起色 心态崩了然后我各种药膏都试过 我的建议是千万不要用任何药膏 有用的都有激素 要不就是没用 后来请教那个护肤专家 其实就是屏障受损了 要重新建立皮肤屏障 内调外敷慢慢调理 不是一天半天能调好就是了  晚上我整理下告诉需要参考的妹子 收起全文d
                ",1,4,4,"
                        03月01日 16:26
                        ",iPhone XS Max,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/1758317661/IwBqumO8C?refer_flag=1001030103_
蜗牛蒙蒙,"
                    #分娩日记#32+2保胎第三天：一早胎监宫缩频繁到三四分钟一次，医生已经喊做好生产准备，好在在吃了一颗保胎药后，宫缩终于又慢下来。为了休息好，防止因过度劳累引起宫缩，下午专门换了单人病房，价格嗷嗷贵，但一晚上换三个室友实在太疲倦了，怀疑整夜睡不好是这次频繁宫缩的主要诱因。宝宝别急，慢点出来妈妈再陪你看世界！ 收起全文d
                ",  , , ,"
                        03月01日 14:41
                        ",红米Note7 4800万相机,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/1369340745/IwAJJvW2p?refer_flag=1001030103_
大雄POLA,"
                    黄​芪，是‎一味‎名‎贵的‎中‎药，补​气‌效​果非常‌好！有‌强机体‎免​疫​功‌能、保‎肝、利‎尿、抗‌衰老、抗应​激‎、降​压和‌较‎广‌泛‌的抗菌​作用。在‌很早以‌前的​古代就‎已有人‌在‌使用‎它了，其高‌效的药​用价​值‌... ​                ",  , , ,"
                        03月01日 13:23
                        ",同步圈APP,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g,https://weibo.com/1891913341/IwAe9ywhp?refer_flag=1001030103_
木木子xe,"
                    🧡【温馨提示】       初期饮用祛湿茶，可能出现一些不良反应。      🌟都属正常反应，因为湿毒要找个出气孔，身体正在调和，只要连续喝一段时间，这些症状就会消失，身体也会慢慢调理到一个比较均衡的状态。🌻坚持下去会收到很好的效果      它并非功能性神药       养生贵在坚持✊#祛湿茶##纯手工阿胶糕#阿胶糕 2兰州·易磊华庭 收起全文d
                ",  ,2, ,"
                        03月01日 12:14
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1900652095/IwzM56Bwx?refer_flag=1001030103_
儿童灸益生菌总代小儿推拿实体店,"
                    💥所以，关心自己的孩子不要只关注他吃什么昂贵的药，再贵它也是药，要从提升他的免疫力开始，平常注意适当的喂养方式，脾胃好了正气足了，体质自然就会好很多！ 2桂林·荔浦县 ​                ",  , , ,"
                        03月01日 10:14
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/2268644317/IwyZvsnWI?refer_flag=1001030103_
whatman20132013,"
                    第九週很漫長的一週 很漫長的生病 發冷，肚痛，氣促，Comment DDQs, Comment IFA of 6898; Jeremy Liu 同Flora Zhang 好勁 識comment IO 同business; 鍾家輝啲藥唔得，睇陳小敏；煤氣爐用好多煤，好貴。 ​                ",  , , ,"
                        03月01日 01:17
                        ",iPhone,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1727023193/IwvtzdW0S?refer_flag=1001030103_
两个半解,"
                    #封城日记#38，阴天奶奶说医生去家里送药，发现药好贵，我说钱的事不用担心。我们各执一词，反复讲了很多遍。晚上看《我亲爱的朋友们》，觉得那些生龙活虎的老人真是了不起。我二十几岁，都觉得生活没滋味，而半只脚踏进土里的老人，还想着要干完今天的事情。怀念的事情可以说。我很怀念有期待的我 ​                ",  ,2, ,"
                        02月29日 23:50
                        ",Android,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/3627741107/IwuTW7Mie?refer_flag=1001030103_
浅伤丶__wxlr,"
                    原来保姆丈夫误认为是口服药：感觉效果特别好……虽说不贵！ ​                ",  , , ,"
                        02月29日 21:03
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/6615599105/IwtO7fJS2?refer_flag=1001030103_
峤之巅,"
                    兄弟走好 //分享网易新闻:《新冠逝者肖贤友:病情恶化拒贵药 临终捐遗体不忘妻》 O新冠逝者肖贤友:病情恶化拒贵药 临终捐遗体不忘妻 @网易新闻客户端 #网易新闻# ​                ",  , , ,"
                        02月29日 18:01
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1204924281/IwsCkpIi1?refer_flag=1001030103_
教授家的小彤仔,"
                    不走医保的药是真的好贵啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，四支眼药水要了我160…… ​                ",  ,8,1,"
                        02月29日 16:58
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/5076194426/IwscUBbVY?refer_flag=1001030103_
桥本喜欢布丁,"
                    现在的安眠药好贵 ​                ",  , , ,"
                        02月29日 15:17
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/5203503216/IwrxL2dVc?refer_flag=1001030103_
草木一叶间,"
                    素常歲月最貴。回到往常該多好啊～這一場疫情只是教人們學著珍惜。給爺爺買藥，過年到現在第二次出門…家裡到醫院的路上有幾個紅綠燈🚥都關掉了，可以用人跡罕至形容……行人過馬路的時候能看到即使是綠燈，仍然是左顧右盼遵守著秩序，大公交車也是緩緩的前進著似的……好像大家都是玻璃做的，都很小心翼翼……🙏阿弥陀佛 2北京 收起全文d
                ",  , , ,"
                        02月29日 14:17
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1809913597/Iwr9n0bn0?refer_flag=1001030103_
限号,"
                    谢谢你知道我身体不舒服，穿戴整齐跑了八公里给我送药，我知道你对我很好，可15元配送费是不是贵了点？ ​                ",  ,11,123,"
                        02月29日 13:27
                        ",,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/5179102361/IwqP32HXa?refer_flag=1001030103_
快乐的飞飞鱼,"
                    药好贵，快吃不起了 ​                ",  , , ,"
                        02月29日 04:31
                        ",,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/5351187467/IwnjHnN6s?refer_flag=1001030103_
蒋_小楠,"
                    哇！这些药原价这么贵！杭州医保真是太好了啊 ​                ",  ,3,1,"
                        02月28日 21:09
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/2410026774/Iwkq8ov4x?refer_flag=1001030103_
小镜子212,"
                    竟然发现今天牙好了好多，看来药贵也是真有用 2南宫市 ​                ",  , ,1,"
                        02月28日 20:14
                        ",魅蓝 E2,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/6011023133/Iwk46n5Ol?refer_flag=1001030103_
植物薇,"
                    又开始喝药了现在的药好贵 等我好了一定多补充维生素！ ​                ",  ,2,2,"
                        02月28日 16:13
                        ",荣耀20,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/5580681994/IwiucCATj?refer_flag=1001030103_
Zzzff_a,"
                    #减肥# 抽脂真的好贵 动不动上万 不如吃减肥药💊来的划算  还安全多了 2南京·南京中医药大学汉中门校区 ​                ",  ,3,2,"
                        02月28日 12:23
                        ",iPhone 7,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/3847175754/IwgYRbaG8?refer_flag=1001030103_
