用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
养生小顾问,"
                    我每天都贴鑫玺足贴👣 并不是因为我很有钱💰也不是因为我身体有病😉是因为以后医药费太贵，病不起，所以才要保养好身体❗ ❗ 预防，永远大于治疗🍃 我养生，省钱👊 不养生，为医院存钱❗❗ 2邵阳·洞口县 ​                ",  , ,2,"
                        2017年03月11日 21:54
                        ",前置双摄vivo X9,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/6160965314/EzlhyAg78?refer_flag=1001030103_
用户388484848,"
                    医生告诉我她给我开的药校医院买不到，也不贵……于是交了20块钱医药费🙄拿到药一看……哔了狗了，我宿舍都有好吗 ​                ",  ,5, ,"
                        2017年03月09日 16:25
                        ",HUAWEI Mate 8,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5308651064/Ez0h0joWG?refer_flag=1001030103_
郑州苗医生专业祛痘祛斑,"
                    18岁有人推荐祛痘，不去！饭都吃不饱，哪有钱！ 19岁有人推荐祛痘不去！开销大，哪有钱！20岁有人推荐祛痘，不去！脸上看着还可以！21岁想去了，太贵了！钱还是存银行吧。22岁全脸痘印痘坑：才发现虽然贵，但医药费百倍！23岁时才发现别的同龄人都有足够好的皮肤脸蛋，而自己脸坑坑洼洼，看到别人那么自信，自己却要小心冀翼，走上害怕别人是不是在看自己脸！却发现明白得太迟了！！！#郑州苗医生专业祛痘##仅需38元体验健康祛痘两次#私信回复1即可参加活动 收起全文d
                ",  , , ,"
                        2017年02月27日 15:34
                        ",前置双摄vivo X9Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/6078405326/ExtFo23mZ?refer_flag=1001030103_
frozen云淡风轻,"
                    愤怒会让人失去理智，嗯，所以每次看着别人愤怒我都会离得远远的、不言语。免得失手被伤害，哈哈哈哈，还是保全自己的好，毕竟医药费贵，疗不起这个伤。 ​                ",  , , ,"
                        2017年02月25日 13:15
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5111000822/Ex9TUrVSs?refer_flag=1001030103_
joycekaikai,"
                    今天才刚办好结账，上海的医保还是不错的，报销后发现床位费比医药费还贵好了，我们家麦从此健健康康 ​                ",  , , ,"
                        2017年02月23日 09:54
                        ",iPhone 6 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/1622285712/EwPJkw90L?refer_flag=1001030103_
铭萱解忧屋,"
                    🌻我每天都贴眼宝 并不是因为我很有钱💰 也不是因为我眼睛👀有问题😉 是因为玩手机太多，以后医药费太贵，眼睛👀伤不起不起，所以才要保养好❗ ❗ 预防，永远大于治疗🍃 我养生，省钱👊 不养生，为医院存钱❗❗ O网页链接 ​                ",  ,1, ,"
                        2017年02月21日 00:09
                        ",陌陌,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/3995817169/Ewt2T7v6L?refer_flag=1001030103_
法丝Fasi,"
                    一天的环岛旅行椰子冻味道超级棒在最热的中午到海边餐厅一杯芒果冰沙静静的享受休闲时光骑摩托车环岛2/3的路程结果出了点小意外自认车技不太好热心的警察送我们到医院医院的护士很是耐心医药费着实好贵建议大家以后出行还是买份保险其实岛上缠绷带的外国人真心好多应该是摩托车太多的原因吧总而言之今天是悲惨而又幸运的一天悲惨的是出了点小意外幸运的是只是个小意外 2泰国·苏梅岛 收起全文d
                ",  , , ,"
                        2017年02月16日 21:38
                        ",荣耀6,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5909129191/EvQlriShz?refer_flag=1001030103_
一具空壳6,"
                    很多人问完价格就没信了！  都说好贵呀！我只想说  医药费一直在涨  怎么还有人挣着往里走呢？ 楼价一直在上涨  为什么还那么多人买？  手机一直在更新涨价  为什么没有人留恋诺基亚？人的健康不是用钱来作比较  有一个健康的身体才有一切！ ​                ",  , , ,"
                        2017年02月08日 12:15
                        ",荣耀畅玩5X 全网通,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/6024223301/Euzf638v8?refer_flag=1001030103_
0可爱丽姐,"
                    🔺🔻我每天都贴鑫玺足贴👣 并不是因为我很有钱💰也不是因为我身体有病😉是因为以后医药费太贵，病不起，所以才要保养好身体❗ ❗ 预防，永远大于治疗🍃 我养生，省钱👊 不养生，为医院存钱❗❗ 2郑州·中牟县 L秒拍视频 . ​                ",  , , ,"
                        2017年02月05日 13:10
                        ",纤薄王者X5Max,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5364595917/Eu7k0yYsS?refer_flag=1001030103_
鑫玺足贴如烟痛贴灵,"
                    🔥 我每天都贴鑫玺足贴👣 并不是因为我很有钱💰也不是因为我身体有病😉是因为以后医药费太贵，病不起，所以才要保养好身体❗ ❗ 预防，永远大于治疗🍃 我养生，省钱👊 不养生，为医院存钱❗❗ 2九江·鄱阳湖上都昌县 ​                ",  , , ,"
                        2017年02月05日 08:03
                        ",小米5s 拍照黑科技,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6109438946/Eu5jqpvpM?refer_flag=1001030103_
D女郎加盟总部阿雅,"
                    宫颈糜烂在医院花了10多万不如缩阴一支的效果，比起在医院任人摆布，任人宰割，D女郎缩阴真心不贵。阿雅成为代理，就是想让更多的女性免去昂贵的医药费，更有尊严的改善好妇科。变健康女人找阿雅ya840204#张若昀丽江被打##罗晋唐嫣无缘春晚##优衣库这次有点好玩##斯嘉丽分手##琳哒是我遗书##万能福# ​​​ 收起全文d
                ",1, , ,"
                        2017年01月26日 17:06
                        ",iPhone 6s Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5973701115/EsCAS8r2a?refer_flag=1001030103_
微笑的云天空,"
                    这么贵的医药费，还是穷了好，不骑马  O网页链接 ​                ",  , ,1,"
                        2017年01月20日 10:52
                        ",新浪新闻客户端,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1852061165/ErFzUFgZo?refer_flag=1001030103_
安眠药免疫的小基熊,"
                    我不想经历生命从手指划过，别死，宝贝，我不是爱狗，我只是珍惜你的生命。当我从别人扔你进垃圾桶那刻开始。我以为可以救你，我尽力了，但是我不够富有，你愿意跟我一起活下去么？给你已经花了一只买贵狗的医药费了。。。最近帐还没收回来，还给人骗了钱，你要好起来安慰我，好不好？ ​                ",  , , ,"
                        2017年01月09日 02:04
                        ",iPhone 6,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5425475710/EpWq51sQa?refer_flag=1001030103_
嘿-W小姐,"
                    一病瘦回解放前，医生让我连续见他三天，今天就给爽约了，一是医药费也忒贵了二是消炎药太猛，医生说我身体太虚吃不消，打完两天心悸心跳太快睡不着觉，一睡着就猛出汗快点好，我必须照顾好自己 ​                ",  ,3, ,"
                        2017年01月05日 00:59
                        ",OPPO R9s,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2799884370/Epki0F9wq?refer_flag=1001030103_
逆天是王道,"
                    很多人问我怎嚒下定决心减肥的！因为我怕死，怕以后医药费太贵！怕并发症！所以只能减肥啦5年的时间，付出才有回报没有想过瘦成闪电，健康就好，要求不高！ 2上海·齐河花苑 ​                ",  ,3,6,"
                        2016年12月30日 10:08
                        ",iPhone 6s(深空灰),https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1912721764/EotjL7r2P?refer_flag=1001030103_
猫老板,"
                    “好牛逼的纹身！多少钱纹的？”“五千！”“那么贵！”“纹身五百，我爸发现打断我的腿，医药费四千五” ​                ",2, ,3,"
                        2016年12月26日 05:09
                        ",iPhone 6s Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5932403523/EnPEopjpZ?refer_flag=1001030103_
Zz未泯的微博,"
                    一个人在外面还是不要生病的好，因为...........医药费真的很贵，真的很贵，很贵，贵........... ​                ",  , , ,"
                        2016年12月22日 12:38
                        ",iPhone 6,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6063501656/EngSLohuB?refer_flag=1001030103_
藤初一,"
                    #我向总理说句话#希望医药费不是那么贵，现在吃个感冒药就要好几十。 2成都·都江堰景区 ​                ",  , ,4,"
                        2016年12月21日 12:26
                        ",OPPO R9 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5727547368/En7ni77G1?refer_flag=1001030103_
用户5687082564,"
                    今天路过动物医院的时候看到一只狗狗静静的躺在哪里不动，后来上前打听了动物医院的医生才得知，原来这只狗狗是被车撞过，全身多处骨折，，如果都治好的话差不多要8000元左右，医院因医药费太贵，向社会发布了众筹，希望好心人能够救救这只狗狗，我给了100元给那个主治医生，医生说如果没人愿意救它，三天后就采用人道主义(安乐死)结束它的生命地址：中山市东凤镇奥宝动物医院 收起全文d
                ",  , , ,"
                        2016年12月19日 21:12
                        ",三星GALAXY A,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5687082564/EmRXMoBbA?refer_flag=1001030103_
多来木_,"
                    可能是我专业的缘故吧，保险真的是个很有保障的金融产品啊，虽然中国保险坑多，但是花这个钱真的是值的啊，医保不保大病啊，真出什么问题，求爷爷告奶奶还不如找保险公司把以前买好的大病保险甩他们脸上实际呢再贵那能有到时候医药费贵嘛 ​                ",  , ,2,"
                        2016年12月07日 23:50
                        ",小米手机4,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/3949674480/El3RJCIN5?refer_flag=1001030103_
huAngz1xuAn__,"
                    医药费真的好贵啊。。。。。 ​                ",  , , ,"
                        2016年12月06日 18:04
                        ",OPPO R7 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1706374562/EkSb0bHwm?refer_flag=1001030103_
瑾家端木鸿_纵情生活_KHR_olo,"
                    一下午的成就是……吃了一包零食……刷了一会儿微博……发现11月账单翻倍超支吓的我……一看都是医药费该回去找亲爹报销了我说双十一我没买很多啊而且11月经常回家吃饭，应该饭票剩下的比之前多啊，怎么余额反而比原来更少了……啧啧，医药费好贵啊～ ​                ",  ,16,2,"
                        2016年12月06日 16:03
                        ",红米Note 3,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2784390650/EkRnGpV3Z?refer_flag=1001030103_
鋆言天下,"
                    朋友的朋友租车出了车祸后问了我一些问题，和大家分享在美国买车险的问题。发来的车险卡上竟然没有保personal Injury（事故伤残），这个不需我多说了，在美国撞人（或带人出事故受伤）的赔偿要比赔车要贵得多；这条一定要有。连事故医药费这条也不要省，哪怕有好的医疗保险，因为乘客小伤治疗可索赔。 ​                ",2, ,6,"
                        2016年12月01日 22:08
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2197512460/Ek8Dv22Hn?refer_flag=1001030103_
臭觉丫子,"
                    这世上，除了人贱，其他都可贵了。看不起病，买不起药，门诊费，医药费，化妆品老贵了，给宠物美个容还得花好几百呢，他不爱你你不照样喜欢他吗，自己傻吧傻吧往前凑，凑啥凑，就是找抽。说真的这世上，就属人最贱了 ​                ",  , , ,"
                        2016年12月01日 10:42
                        ",OPPO智能手机,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5667001802/Ek492yqvF?refer_flag=1001030103_
指尖魔盒莲子,"
                    #鑫玺微商#毒素排出来就好啦。养生再贵，贵不过医药费！#鑫玺痛贴灵# 2重庆·南坪 ​                ",  , , ,"
                        2016年11月28日 09:08
                        ",前置双摄vivo X9,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5870378081/EjBfhesGt?refer_flag=1001030103_
幼稚6065202146,"
                    我卖180💰💰你嫌贵，别人卖50你敢穿吗？穿着安心吗俗话说一分钱一分货就是这个道理！你总是说我卖的东西 好贵！好贵！好贵！你的知道是好那你干嘛还嫌贵？是我内衣贵还是以后你的医药费贵！你回头仔细想想是想做漂亮女人还是想得妇科病想通了的朋友扫一扫加我微信有活动的时候一起参加😘😘 2富阳市 收起全文d
                ",  , ,1,"
                        2016年11月25日 15:44
                        ",Android客户端,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6065202146/EjbyRq9sE?refer_flag=1001030103_
QQ机会主义,"
                    发烧了，医药费好贵啊！ ​                ",  , , ,"
                        2016年11月24日 17:21
                        ",红米3S,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1579836695/Ej2LHj9VE?refer_flag=1001030103_
怡然wsy,"
                    时隔一个多月又生病了。。。正在按时吃药好好听医生的话积极配合治疗真的要照顾好自己注意身体一生病不仅人累还心累更主要的是医药费好贵 ​                ",  ,8,1,"
                        2016年11月21日 23:18
                        ",魅族 MX5,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2640490803/EiCOZb7Bm?refer_flag=1001030103_
深圳百年吴越祛痘祛斑,"
                    18岁有人推荐祛痘，不去！饭都吃不饱，哪有钱！ 19岁有人推荐祛痘不去！开销大，哪有钱！20岁有人推荐祛痘，不去！脸上看着还可以！21岁想去了，太贵了！钱还是存银行吧。22岁全脸痘印痘坑：才发现虽然贵，但医药费百倍！23岁时才发现别的同龄人都有足够好的皮肤脸蛋，而自己脸坑坑洼洼，看到别人那么自信，自己却要小心冀翼，走上害怕别人是不是在看自己脸！却发现明白得太迟了！！！   @深圳百年吴越祛痘祛斑    来一位美女之前严重痘痘治疗后反馈图，你的脸百年吴越来拯救，专业祛痘值得信赖。报名通道→O网页链接 收起全文d
                ",6, ,1,"
                        2016年11月19日 16:03
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6041201996/Eih7pcJZx?refer_flag=1001030103_
抗衰老专家-严文,"
                    我的日本迷你小番茄🍅到了，一种对健康的奢侈，把日本鬼子的好东西，都给她吃光，一个小番茄5元，一盒10个50元[憨笑]，真甜啊，相比昂贵的医药费，我还是那句话，真心不贵！[憨笑][憨笑][悠闲] 2北京·珠江帝景(E区) ​                ",  ,1,6,"
                        2016年11月16日 09:58
                        ",iPhone,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2006922491/EhMs07Tkx?refer_flag=1001030103_
用户5590770119,"
                    [ 患者反馈]腿严重骨刺】，走路都瘸，在医院检查大夫建议做手术，患者，嫌医药费太贵，没有做。直接贴敷咱家王氏冷敷贴。 贴七天走路不瘸了，也不那么疼了真是神吸收，还有肩周炎，贴的也很好[强]💪💪 2广州·广东女子职业技术学院 ​                ",  , , ,"
                        2016年11月16日 09:18
                        ",荣耀6 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5590770119/EhMbLk9Hk?refer_flag=1001030103_
用户5590770119,"
                    #世预赛十二强# [ 患者反馈]腿严重骨刺】，走路都瘸，在医院检查大夫建议做手术，患者，嫌医药费太贵，没有做。直接贴敷咱家王氏冷敷贴。 贴七天走路不瘸了，也不那么疼了真是神吸收，还有肩周炎，贴的也很好[强]💪💪 2广州 ​                ",  ,1,1,"
                        2016年11月16日 09:17
                        ",荣耀6 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5590770119/EhMb1c9wr?refer_flag=1001030103_
石家庄长安区苗医生专业祛痘,"
                    18岁有人推荐祛痘，不去！饭都吃不饱，哪有钱！ 19岁有人推荐祛痘不去！开销大，哪有钱！20岁有人推荐祛痘，不去！脸上看着还可以！21岁想去了，太贵了！钱还是存银行吧。22岁全脸痘印痘坑：才发现虽然贵，但医药费百倍！23岁时才发现别的同龄人都有足够好的皮肤脸蛋，而自己脸坑坑洼洼，看到别人那么自信，自己却要小心冀翼，走上害怕别人是不是在看自己脸！却发现明白得太迟了！！！ 2石家庄 收起全文d
                ",  ,2,1,"
                        2016年11月15日 07:58
                        ",iPhone 6 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5056918367/EhCeDfZGe?refer_flag=1001030103_
济南苗医生专业祛痘祛斑,"
                    18岁有人推荐祛痘，不去！饭都吃不饱，哪有钱！ 19岁有人推荐祛痘不去！开销大，哪有钱！20岁有人推荐祛痘，不去！脸上看着还可以！21岁想去了，太贵了！钱还是存银行吧。22岁全脸痘印痘坑：才发现虽然贵，但医药费百倍！23岁时才发现别的同龄人都有足够好的皮肤脸蛋，而自己脸坑坑洼洼，看到别人那么自信，自己却要小心冀翼，走上害怕别人是不是在看自己脸！却发现明白得太迟了！！！ 2济南·大明湖风景名胜区 收起全文d
                ",  ,1,1,"
                        2016年11月14日 21:51
                        ",iPhone 6s Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5030835898/EhyggClQA?refer_flag=1001030103_
Thierry_henry123,"
                    车住院一个月，医药费好贵 O网页链接 ​                ",  , , ,"
                        2016年11月13日 23:27
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3180394773/EhpsIAvVR?refer_flag=1001030103_
西宁市生殖保健院,"
                    发表了博文《哪种人流手术花钱少，去西宁生殖保健医院做手术怎么样》　　哪种人流手术花钱少，去西宁生殖保健医院做手术怎么样？大城市里面“看病贵”的问题很客观，但看病选了好医院付不起医药费确实很现实。因为近O哪种人流手术花钱少，去西宁生殖保健医院做手术怎么样 ​                ",  , , ,"
                        2016年11月13日 09:02
                        ",新浪博客,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5375539256/EhjNq8GHp?refer_flag=1001030103_
天上飞地上爬海里游,"
                    腰椎不行了，顺便看脚气。医药费好贵。。。现在看病真是看不起 2上海·上海市第六人民医院 ​                ",  ,1, ,"
                        2016年11月12日 14:42
                        ",iPad mini,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1866803907/EhcBa1Ljl?refer_flag=1001030103_
enseika,"
                    嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚我其實是夢到巨巨，被巨巨嚇醒。我嘲弄了兩句巨巨反正你有錢啊這點小醫藥費不需要申報吧，又嘲弄哎喲巨巨這牌子好貴啊不過巨巨有錢不怕。然後巨巨就炸了嗚嗚嗚嗚嗚嗚嗚嗚破口大罵我他媽連個OO都要家裡那女的付錢你造嗎（摔）嗚嗚嗚兇巴巴害人家心有餘悸 ​                ",  , , ,"
                        2016年11月12日 03:57
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5726488726/Eh8nn11bw?refer_flag=1001030103_
婷婷机智,"
                    下楼梯踩空俩个台阶听到自己踝关节清脆的声音的时候……我在想 死定了这边医药费这么贵…然后我就默默地把眼泪憋回去和小伙伴说没事我们走吧……然而我内心是……真的！好！痛！啊！很好大一扭了右脚大二扭左脚果然什么事都是双数原则 ​                ",5,24, ,"
                        2016年11月11日 06:03
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E5%258C%25BB%25E8%258D%25AF%25E8%25B4%25B9%25E5%25A5%25BD%25E8%25B4%25B5?q=%E5%8C%BB%E8%8D%AF%E8%B4%B9%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2875082132/EgZLV92Ck?refer_flag=1001030103_
