用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
相见不相识,"
                    成都领养#成都领养猫# 左边成都，能吃能玩超级亲人，正宗狸花猫小灰寻靠谱铲屎官。要求:固定住房，自己的房过整租，家人或者房东同意；稳定收入，可承担驱虫免疫绝育治疗（万一生病）费用；科学喂养，不散养不笼养；不因搬家结婚怀孕等事情抛弃猫咪；接受微信回访。小灰特别亲人，是个一岁的男孩子。他真的很想有个家。如有领养意向，可以来看看他。 L相见不相识的微博视频 收起全文d
                ",  13, 8, 5,"
                        03月02日 14:28
                        ",OPPO Reno,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/1654319834/IwK4Z0C7t?refer_flag=1001030103_
你我她200304,"
                    说到底，女人还是要自强：不容易生病的身体、够用的收入、养心的爱好、强大到混蛋的小宇宙。拥有这些不是为了成为女汉子，而是为了搭建平等的基础。自己穿暖才是真暖，自己真暖之后才有资格相互温暖。 2怀化 L你我她200304的微博视频 ​                ",  , , ,"
                        03月02日 13:19
                        ",vivo X20全面屏手机,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/5625651595/IwJCVbF5l?refer_flag=1001030103_
公子北兮,"
                    女人还是要自强，不容易生病的身体，够用的收入，养心的爱好，强大到混蛋的小宇宙。拥有这些不是为了成为女汉子，而是为了搭建平等的基础。自己穿暖，才是真暖；自己真暖，才有资格互相温暖。 ​                ",  , , 1,"
                        03月02日 09:07
                        ",nova5Pro人像超级夜景,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/2470459677/IwHYMcLbr?refer_flag=1001030103_
爱吃饺子的七小姐,"
                    说到底，女人还是要自强：不容易生病的身体、够用的收入、养心的爱好、强大到混蛋的小宇宙。拥有这些不是为了成为女汉子，而是为了搭建平等的基础。自己穿暖才是真暖，自己真暖之后才有资格相互温暖。——冯唐 ​​​                ",  , , ,"
                        03月02日 07:24
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/6243685086/IwHiT76FH?refer_flag=1001030103_
实用干货,"
                    说到底，女人还是要自强：不容易生病的身体、够用的收入、养心的爱好、强大到混蛋的小宇宙。拥有这些不是为了成为女汉子，而是为了搭建平等的基础。自己穿暖才是真暖，自己真暖之后才有资格相互温暖。——冯唐 ​                ",  35, 5, 97,"
                        03月02日 07:15
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/2901804343/IwHfd0tv4?refer_flag=1001030103_
水妖-0604,"
                    这种日子不知道还要持续多久，什么时候能解封？什么时候我能回趟长沙？一想这个问题就心情抑郁。昨天儿子爷爷突然急性阑尾炎进医院了，协和医院科室手术都没恢复，不能手术。打了针后辗转同济医院，今天一系列ct核酸检测都没有问题，才被收入住院。这种时候真是不能生病，平时一个小小的手术，这时候都要跑两天，人是又累又难受，整个人的精气神都下去了。瞿先生这两天也是开车跟着外面跑，昨天回来就是带口罩，自我隔离。这段时间儿子习惯了跟他玩，看到他回来就想亲近他，都被呵止了。小人儿也是委屈得很，这么小能懂什么！冰箱的蔬菜也空了，团购了一些菜，难得有鲜鱼也够团了一份，又是下去领菜，杀鱼，做饭，感觉一天都不够用。看着冰箱又塞的满满的，心里没那么焦虑了。晚上儿子还给我来了一次尿床。   每天重复这种焦虑，恐慌的日子，心情抑郁的时刻总是时刻涌上来。武汉的春天迟迟不来，也不能出门去踏青赏花，只好自己用今天团购的菜花插上几支，告诉我的儿砸，现在外面是春天了，很多的花儿都开了！ 2武汉·福星慧誉国际城 收起全文d
                ",  , 1, 1,"
                        03月02日 02:16
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/1300482564/IwFhLxTc1?refer_flag=1001030103_
刨坑种豆,"
                    截止到今天，还挺适应隔离生活的。家里没人生病，工作变得轻松，收入没有受影响，还可以听歌读书刷剧做些好吃的，但我心里头明白：走运罢了。有一些事，落在谁的头上，谁就成了底层。 ​                ",  , 3, ,"
                        03月02日 00:32
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/1642763003/IwEBs8PHk?refer_flag=1001030103_
浮石是我,"
                    刚刚高中同学向我借钱，奶奶生病了。他之前一直在外面做家教，每个月有上万收入，后来花了十几万和人合伙开淘宝店，生意刚刚有点起色，就遇见了疫情，店铺倒闭了，钱都搭进去了，现在也没办法去做家教，完全没有了收入。这次疫情真是在各个方面都影响着人们的生活，活着底下的人民永远都是苦的。 ​                ",  , , 1,"
                        03月01日 21:36
                        ",HUAWEI P30,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/5770733222/IwDs3EdqX?refer_flag=1001030103_
宁静的小院,"
                    生病了，需要比正常时期更多的钱物和体力投入，而生病了本来收入就会减少，体力变差。～储备的意义。 ​                ",  , , ,"
                        03月01日 18:00
                        ",vivo智能手机,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g,https://weibo.com/1902355062/IwC2zAC28?refer_flag=1001030103_
那些年的花谢花开,"
                    说到底，女人还是要自强：不容易生病的身体、够用的收入、养心的爱好、强大到混蛋的小宇宙。拥有这些不是为了成为女汉子，而是为了搭建平等的基础。自己穿暖才是真暖，自己真暖之后才有资格相互温暖。 ​                ",  , , ,"
                        03月01日 16:56
                        ",HUAWEI Mate 30 5G,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/6509121308/IwBCJr6ab?refer_flag=1001030103_
宠物公益平台,"
                    小灰性别:男孩子年龄:一岁要求:固定住所，房东或家人同意；阳台封闭，不笼养不散养。稳定收入，能承担免疫，绝育，治病（万一生病）的费用地址:广福桥街电话:13699469481无偿【每日领养信息仅在公众号（成都领养中心）和（成都宠物领养）每晚9点左右统一首发更新，建议关注第一时间获取】 ​                ",  , , ,"
                        03月01日 16:44
                        ",皮皮时光机,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1883998713/IwBxxE7bs?refer_flag=1001030103_
成都宠物领养,"
                    小灰性别:男孩子年龄:一岁要求:固定住所，房东或家人同意；阳台封闭，不笼养不散养。稳定收入，能承担免疫，绝育，治病（万一生病）的费用地址:广福桥街电话:13699469481无偿【每日领养信息仅在公众号（成都领养中心）和（成都宠物领养）每晚9点左右统一首发更新，建议关注第一时间获取】 ​                ",  , 1, 1,"
                        03月01日 16:42
                        ",皮皮时光机,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/2841982533/IwBwJbb1L?refer_flag=1001030103_
36college,"
                    说到底，女人还是要自强：不容易生病的身体、够用的收入、养心的爱好、强大到混蛋的小宇宙。拥有这些不是为了成为女汉子，而是为了搭建平等的基础。自己穿暖才是真暖，自己真暖之后才有资格相互温暖。——冯唐 ​                ",  12, 1, 42,"
                        03月01日 16:41
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/5094405307/IwBwp4S6A?refer_flag=1001030103_
京沪深居,"
                    人还是要自强：不容易生病的身体、够用的收入、养心的爱好、强大到混蛋的小宇宙。——冯唐《春风十里不如你》 ​                ",  1, , 1,"
                        03月01日 12:30
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/6250515880/IwzSo1K9k?refer_flag=1001030103_
渱懋,"
                    美国人虚的地方就是这个点。好多人没有存款，没有医疗保险，生病就等于无收入。要么病死要么饿死。 ​                ",  , , 1,"
                        03月01日 12:11
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/1724161167/IwzKIhTSm?refer_flag=1001030103_
食香居,"
                    如果别人家一直有人（生病）！你家也没办法跟他家做生意了，半年下去没得收入，，，，， 2邢台 ​                ",  , , ,"
                        03月01日 09:00
                        ",荣耀Play3,https://s.weibo.com/weibo/%25E7%2594%259F%25E7%2597%2585%2520%25E6%2594%25B6%25E5%2585%25A5?q=%E7%94%9F%E7%97%85%20%E6%94%B6%E5%85%A5&scope=ori&suball=1&Refer=g&page=2,https://weibo.com/5485336465/Iwyvc9j85?refer_flag=1001030103_
