用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
周而复始y_,"
                    胶原蛋白流失，新陈代谢下降，身体机能也大不如从前，不规律的饮食睡眠，我在折腾自己的健康，熬夜伤身，我明知道却还是一如既往，前段时间洗澡洗到两眼发黑头晕，我立刻喝凉水躺着，很久才缓过来，低血糖太虚，我很怕哪天我就突然猝死了，我猝死了谁会发现呢？万家灯火，没有一盏灯为我而留，身体健康比什么都重要，我要努力改掉坏习惯，我要早睡早起健康饮食，珍爱生命，远离熬夜 收起全文d
                ",  , , ,"
                        2019年11月27日 13:57
                        ",荣耀V10 我AI的快,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/2718909075/Ii8QQCL6a?refer_flag=1001030103_
RiRi没有U,"
                    11.25到底哪个才是我是死握住一切通通想毁灭的疯子还是充满恨意只想千刀万剐自己的绝望者是那个被心脏折磨头晕发虚只能在躺在床上的病秧子还是因为要画出自己过去而哭的缩成一团的小孩是那个多难受也要和朋友在聊天时嘻嘻哈哈的戴面具的人还是只想把手机关掉扔到看不见的地方看一晚上电视剧转移注意就知道逃避的懦夫是那个半夜在床上翻来覆去的失眠患者还是一辈子活在父母保护下的巨婴 收起全文d
                ",  , 1, ,"
                        2019年11月25日 22:44
                        ",HUAWEI P10 Plus,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/5649721284/IhTrH46Cg?refer_flag=1001030103_
秦尘vk,"
                    don't know if it happens to everyone or it’s just me but很多回忆经常给我带来生理上的溺水感，胸廓被重压，氧气耗尽，我躺在水底，肺里充满水草和稀泥，但水域依旧澄澈，水波摇曳中世界的边界发虚，还泛着蓝色，我眼前缓缓漂过别人的旧靴子。 ​                ",  , , ,"
                        2019年11月24日 06:51
                        ",iPhone,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=3,https://weibo.com/5605559734/IhDMciFBc?refer_flag=1001030103_
种草小s,"
                    「  姨妈期的温暖神器 」一到了每个月的那几天都是女性的特殊日子在那几天整个人像是被抽走了力气发冷发虚，肚子疼躺在床上都能翻来覆去睡不着这个可以姨妈期的“老朋友”了——红糖姜茶。红糖补血，姜汤驱寒，一杯下去整个人都暖呼呼的以前在家，都是老妈现煮的，现在一个人在外面，就只能时不时备上一些速冲的红糖姜茶以备不时之需【2盒】三九红糖姜姜大姨妈姜汁茶【在售价】49.90元【券后价】19.90元-------------欢乐颂同款姜茶，独立包装，自由搭配，益气补血，祛湿驱寒，一包一杯，喝下去暖宫又暖心，瞬间满血复活，暖暖守护你姨妈情绪~-----------【下单方法】：点击蓝色链接即可领券购买O网页链接 收起全文d
                ",  , , ,"
                        2019年11月22日 17:10
                        ",Android,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/6755682827/IhoYJrtJl?refer_flag=1001030103_
暗里着迷_alzm,"
                    体检空腹到中午抽三管血 下午面试感觉头顶发虚 四肢发软发抖 现在只想躺下当个不需要工作的宝宝 ​                ",  , 5, 3,"
                        2019年11月22日 16:37
                        ",HUAWEI P20,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/3297112031/IhoL6BRe8?refer_flag=1001030103_
诸葛钢铁小号,"
                    这病生得 人都虚了 走道儿腿发软 躺床上胳膊发软 这就是一个浑身脂肪的胖子被感冒击败后的样子 ​                ",  , , ,"
                        2019年11月19日 13:27
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/5833364415/IgVeGgdnT?refer_flag=1001030103_
愚冥遇明,"南怀瑾大师：学佛一年，佛在眼前，学佛两年，佛在大殿，学佛三年，佛在西天。

　　那天有一个同学说，他也该回去对父母尽点孝心了，他说这话时是真有孝心，就像佛在眼前。回去以后，爸爸说：你怎么又回来那么晚!他看到爸爸那个脸色，实在不是味道，这一下与想回家孝顺那一念相比较，又变成佛在大殿了。爸爸再嘀嘀咕咕训他一顿，结果本来是想回来尽孝心，现在却到房间躺在床上睡了，那就是佛在西天了。

　　佛法的道理与普通的心理也是一样的。

　　《金刚经说什么》

　　菩萨修行的程度，第七地是远行地，意识到达了远行地，俱生的我执法执已断(注意：这里讲的断，是破的意思，就是执着打破了，而生命的作用并没有断灭)，此时的意识，进入纯无漏的真空。漏者，渗漏。无漏，就是不被外境所渗漏，时时刻刻都在定慧之中。

　　远行地的后面是不动地，一个人不管学佛学禅多少年，也不管你有多虔诚多精进，没有达到菩萨道的第八地不动地，随时随地还有退转的可能。所谓“学佛一年，佛在眼前;学佛两年，佛在大殿;学佛三年，佛在西天”。

　　我有一位老朋友，年纪七十几，学佛也学了几十年，而最近信心反而减退。他住在基隆，前一次来信，说是很想念我，我就去看他。他一见我，显得很伤心的样子，告诉我说，他最近年纪大了，又得了许多老病，心里非常怕死，问我怎么办?我反问他说：你不是念佛念了几十年，为什么现在不念呢?他说念佛念不起来，我说，念佛并非口念而已，应该要用心想。他说也想不起来。我就问他想不想我?他说想，不但想，还想得厉害呢!我说：既然会想我，为什么不去想佛呢?他不响了。这就是没有达到不动地，所以信心不坚固，临老了，还要退转去。

　　《禅学讲座》

　　“觉碍为碍而不自在”，自己总觉得自己觉悟了，看别人总觉得不对劲。等于刚刚学佛的人。一看到人就合掌了，然后满口佛话，见人就问你吃不吃素呀?没有吃素!唉唷!阿弥陀佛!好像不吃素就罪大恶极似的，这个也不对，那个也不对。我平常最怕碰到这种人，令我毛骨悚然。

　　但是，这种人也有好处，就是佛教界常说的话：“学佛一年，佛在眼前。”这些人就是学佛一年的境界，到处都是佛。“学佛二年，佛在大殿。”佛离得远了一点，他身上的佛气也少一点了。“学佛三年，佛在西天。”嗯!差不多解脱了，越学得久，越学得久，佛离得越远了。至于在座有些同学学佛学了十几年，那就“佛在无边”了!(众笑)这是笑话，但是，你也不要把它当成笑话。

　　什么叫解脱?不要以觉碍为碍，那就得自在了。学道而没有道的味道，觉得自己非常平凡，即使成了佛也很平实，你看在《金刚经》里，释迦牟尼佛也跟大家一起去化缘吃饭，吃完饭，收衣钵，自己还去洗碗，把衣服折叠好，然后洗洗脚，敷座而坐，把座位上的灰尘擦一擦，这就是释迦牟尼佛的行经，多平实。

　　千万记住，平实就是道，平实就是佛法，千万不要把自己搞得一身佛气，怪里怪气的，弄得与平常人不一样，那就不平实，那就有点入魔了。

　　“觉碍为碍”的道理，有句禅宗的话可作为注解，叫作“悟迹未除”。虽然悟了道，但是，所悟的痕迹自己空不掉，因此而不自在。这种情形叫作没有登地的菩萨，也叫作因地菩萨，一切众生都是因地菩萨，在座诸位都是因地菩萨，不是果位菩萨，为什么不是呢?因为功德不圆满，智慧不圆满。

　　《圆觉经略说》

　　修行之路由平地的凡夫，而想成佛成道哪有那么简单?吃了三天素就想上西天啊，没有的。你们开始出家，所有的人开始学佛，“学佛一年，佛在眼前;学佛两年，佛在大殿;学佛三年，佛在西天”，越修越远了。

　　要想有所成就，“出家如初，成佛有余”，第一念发心去出家，那个心情永恒保持下去，那成佛一定成功。出家如初，成佛有余，所以《华严经》上佛说“初发心即成正等正觉”，第一个念头看清楚参透了，就是菩提就成佛了，也可以说你最初那个动机出家，那个诚恳那个真诚的心永恒如此，你就不得了，一定成。所以说“初发心即成正等正觉”，“出家如初，成佛有余”。

　　做人做事也是一样，开始对这个人诚恳，你永远这样，开始对这个人有礼貌对这个人好，永远如初，那就不得了，就怕不是哦。

　　像我在当年闭关，上山下山我早晚还是一样拜佛，一个人没有断过。譬如我几十年每天晚上施食，等于你们说放焰口，每天晚上施食从来没有断过，出家如初，学佛动机开始就是这样。换句话，我几十年生活，念念求得菩提中，没有变过。现在拜佛我比你们还拜得厉害，假使拜，还比你们轻快灵便，也是一种功夫啦。

　　你像到我住的地方，到香港那里我的佛堂，随便到哪里，到美国也一样都有个佛堂，他们同学跟着我都知道，当然我现在可以偷懒一点，同学们每天在佛前面换水、换茶啊，我们大家都在作施食，有时候我实在太累了没有施了，拜托你帮忙，晚上帮我施个食。《海涛法师说，你开店怎么会没生意，做施食，马上生意就来》上供养十方三世诸佛，像我在外面，抗战在外面，家里都没有通信，跟日本人打了八年抗战当然想家里的父母，唯一的办法只有每天睡觉前念一卷《金刚经》，忙的时候至少念一卷《心经》求佛保佑，这些都是修福德资粮应该做的。《虚云老和尚：《金刚经》的总骨》

　　《南禅七日》

　　南师：为什么智慧开发不了、样样都不行?

　　南怀瑾：譬如你们读书读不好，背书背不来，文章作不好，佛学搞不好，讲老实话你们蛮用功的，为什么智慧开发不了，样样都不行呢?我看了都替你们着急，这就是因为你们心力不够坚强。凡是决定要做，心力一转就把它完成了，靠心力呀!天下有难事吗?心力一转，外境都阻隔了。 2青岛·山水新城 收起全文d",  , , ,"
                        2019年11月17日 19:16
                        ",荣耀畅玩4X·快科技,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/6850166031/IgEFeobgk?refer_flag=1001030103_
嗜情会被更新多少遍,"
                    （劳模小王）发烧头疼欲裂、身体发虚，仍坚持上了一天课，终于到家躺床上给老范打视频电话，老王老范在逛街。“你看我这个卫衣好不好看？”“好看呢，妈…我发烧了”“发烧下去买点药吃一下，我这件卫衣好不好看？”“好看呢，显年轻呢，我发烧了上了一天课终于能躺下来了”“噢，我还要买条裤子，你看哪条好？” 收起全文d
                ",  , , 1,"
                        2019年11月17日 18:42
                        ",前后2000万 OPPO R11s,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/3351963020/IgErn6vkD?refer_flag=1001030103_
Naouy_,"
                    想次火锅 看看这条微博发完以后我到底多久才能圆梦最近有点虚 明天休息 躺着充充电11.15的碎碎念 ​                ",  , 1, 2,"
                        2019年11月15日 18:28
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/3168949324/IgluV5ZnY?refer_flag=1001030103_
从零开始一切随缘65595,"谢邀🙏🙏🙏         感染了肺炎，需要注意什么？治疗。

宜：1、宜吃滋阴润肺的食物； 2、宜吃生津养肺的食物（比如梨，梨具有润肺清热、消痰降火、清胃泻热、养阴生津、滋肾补虚及润肠通便等作用。治疗肺部疾病引起的咳嗽、咯痰有独特而明显的效果。）； 3、宜吃高热量、高维生素、高蛋白的易消化或半流质食物； 4、宜吃清淡、流质、松软的食物； 5、宜吃富含钙、铁的食物。吃些清淡的食物，多喝热水。适当锻炼。最好少吃油炸滋腻厚味。

有关肺炎治疗，有三个古经方子：

一、“古经方白虎加人参汤”

边总能听说有口渴，不出汗，还有口渴，喝多少水也没有用的人。实际上这就是我们现在常说的富贵病，叫糖尿病。还有的人呢，身上特别热，一直口渴，却找不到原因，那到底这是怎么回事呢？古今方对此类问题却有独到的见解。凡是有各种脑炎，小儿夏季热，暑热症，肺炎，结核性胸膜炎，红斑狼疮等问题的群友们可以关注本期课程。古今方有何好办法？那本期的爱中医课堂就跟你聊一聊。

白虎加人参汤

症状：白虎加人参汤，出自《伤寒论》和《金匮要略》。为清热剂，具有清热、益气、生津之功效。主治津气两伤，身热而渴，汗出恶寒，火热迫肺，上消多饮者。一般有里热炽盛，伤津较重，或伴伤气症状。热、渴、烦、汗、恶风、舌红为主症，可选白虎加人参汤。目前用本方治疗糖尿病、各种脑炎、小儿夏季热、暑热症、肺炎、结核性胸膜炎、红斑狼疮等。

张仲景《金匮要略》原文：渴欲饮水，口干舌燥者，白虎加人参汤主之。

其他条款带表述：汗出恶风，身热而渴。烦躁不得眠，口干舌燥。咽燥口苦。小便已，洒洒然毛耸。手足逆冷，小有劳，身即热。

白虎加人参汤：

生石膏45克，知母5克，甘草（炙）6克，粳米30克，人参9克，这个方子其实是解热的方子。但是现在用这个古方来治疗糖尿病效果很好。

加减：如果糖尿病群友口渴严重，加栝楼根12克，牡蛎30克，如果口干加麦冬20克。口渴症状减轻后，改为第二个方：沙参12克，玉竹12克，麦冬30克，栝楼根10克，知母6克，太子参15克，甘草6克，调补胃阴。

所有症状缓解后，才可以用第二个方减少三分之一剂量再配合金匮肾气丸服用。（别吃蜜丸，吃水丸）

若肾阳虚造成的腰痛和腰肌劳损：

用金匮肾气丸配合青娥丸，药店有卖。

<警告：本方剂仅供中医爱好者学习探讨；因中草药熬制和禁忌等因素，如果私用此方剂，详情请咨询当地中医师。>

二、“小青龙汤”
气忽冷忽热，总是爱感冒；很多人感冒后会咳嗽不止，这是最闹心的事情；有时痰多而清稀，有时一咳会干呕，身上怕冷还会发热，身体疼痛而沉重，更有人咳嗽时候，身体出现浮肿；这些问题早在1700年前就有人研究过，这个人就是张仲景。

愛中医给你讲解张仲景《伤寒论》中的治咳喘的名方：“小青龙汤”

古经方张仲景《伤寒论》方剂：小青龙汤

麻黄6克、生白芍9克、细辛3克、炙甘草6克、桂枝9克、半夏9克、五味子6克、干姜6克。

注意    <警告1>

适应情况：外感风寒，内停水饮。症状有怕冷，发热，不渴，没有汗，有浮肿。身体有疼痛和沉重感，胸口有痞闷感，干呕，咳喘。

对咳喘、慢性支气管炎、支气管哮喘、肺气肿、小儿百日咳以及后遗症、肺炎、流感、浮肿、关节炎等皆有效果。

小青龙汤加减

如果嘴里发渴，拿掉半夏，加天花粉10克。

如果有腹泻，拿掉麻黄，加芫花6克（体质较弱者，建议用1.5克。注：此方仅供参考学习，实际熬药建议到当地药店咨询药剂师）。

如果有噎嗝，拿掉麻黄，加制附子9克；严重的加丁香5克、柿蒂9克、旋覆花10克。注意   <警告1> <警告2>

如果排尿不顺利，小腹胀，拿掉麻黄，加茯苓20克。

如果喘比较严重，拿掉麻黄，加杏仁12克。

小青龙汤加减适合哪些情况？

一、常年咳嗽：（病因：咳嗽受寒而引起，每年都发作，发作的时候，喘息胸闷，痰多，泡沫清稀，咳嗽时心跳厉害，畏寒怕冷，舌淡苔白，属于肺有寒饮，肾阳不足。）

用小青龙汤加减：麻黄6克、生白芍9克、细辛3克、炙甘草6克、桂枝9克、半夏9克、五味子6克、干姜6克、瓜篓仁9克、枳实9克、制附子6克。这是一付的量，一付熬出两袋，早晚各一袋。注意    <警告1>  <警告2>

二、受寒感冒引发的咳喘和浮肿。

小青龙汤加减：麻黄6克、生白芍9克、细辛3克、炙甘草6克、桂枝9克、半夏9克、五味子6克、干姜6克，如果小便排便困难加茯苓20克，如果发烧加生石膏30克。这是一付的量，一付熬出两袋，早晚各一袋。
注意 <警告1>

三、慢性支气管炎：（支气管炎，一到冬天就发作，天气变暖就好转些。身体怕冷，喘气较急，痰清稀，痰颜色发白，在中医上属于寒饮伤肺）

用小青龙汤加减：麻黄6克、桂枝6克、白芍9克、细辛3克、五味子6克、干姜6克、半夏9克、炙甘草6克。这是一付的量，一付熬出两袋，早晚各一袋。五付之后，即可见效。

注意    <警告1>

四、咳嗽明显的受寒感冒：用小青龙汤配合感冒软胶囊。一般两付即可见效。 

五、小儿咳嗽日久：（小儿咳嗽日久，是如果因受寒感冒而引起，口水较多，想吃饭还吃不下去，咳嗽较多，咳嗽时有干呕。小腹胀，脸色发黄而身体有浮肿。是寒饮犯肺，久病伤及到脾。）用小青龙汤剂量的的三分之一，或者二分之一。服用两付即可。

然后用用调脾胃之方善后：人参10克、白术12克、茯苓12克、炙甘草5克、陈皮9克、姜半夏9克、木香6克、砂仁6克。这是成人的量，小儿用二分之一就可以。

注意    <警告1>

六、肺气肿：（肚子胀满、吃的少、小便少、眼睛和下肢浮肿、痰多，咳喘不能平躺。该症为寒饮久蓄。）

小青龙汤加减：麻黄6克、生白芍9克、细辛3克、炙甘草6克、桂枝9克、半夏9克、五味子6克、干姜6克、茯苓30克。服用三付后，改为：茯苓15克、炙甘草9克、五味子15克、干姜9克、细辛3克、半夏15克、杏仁12克，服用5付。

注意   <警告1> 

附：

1、老年女性排尿困难，尿发烫而疼痛，尿色发黄或者发红。

猪苓15克、茯苓20克、泽泻12克、滑石10克、阿胶9克（打碎冲服）。

如果发热严重，加栀子8克，如果疼痛严重加黄柏9克。

如果有尿路结石，加金钱草12克、甘草3克、白茅根15克、鸡内金5克（打碎冲服）。

注意    <警告1>

2、黄褐斑

当归15克、赤芍12克、白术15克、川芎10克、茯苓15克、泽泻10克、熟地15克、枸杞15克、白芷12克、白芨9克、白芥子8克、益母草10克、天花粉6克、红花6克。孕妇不要服用！！这是一付的量，一付熬出两袋，早晚各一袋。<警告1>

<警告1：本方剂仅供中医爱好者学习探讨；因中草药熬制和禁忌等因素，如果私用此方剂，详情请咨询当地中医师。>

<警告2：由于方中含有制附子，毒性较大，需要特殊熬法，所以建议到药店熬，不要自己熬。入药熬制请到当地的中药店咨询中医师。根据中国药典的规定制附子的标准剂量是3-15克，严禁私自提高剂量。如果剂量超过15克，需征得当地中医师签字许可。>

临近年末，天气也来作怪，好多伙伴时常会遭遇感冒的困惑，有时处理不及时就会咳嗽不止，特别是越到晚上越严重，想知道在古中医针对普通的感冒咳嗽有什么好的方法吗？

“感冒咳嗽”

一、首先是吃感冒软胶囊，配合小柴胡颗粒。

第一天吃感冒软胶囊较好，第二天的话，必须配合小柴胡颗粒，如果有条件的直接熬小柴胡汤更好。

二、高烧，怕冷，感冒初期。

没汗用麻黄汤：麻黄15克、桂枝10克、炙甘草10克、杏仁12克、防风10克。

服药后，喝一碗热的小米粥，然后盖被出微汗即可。
注意 <警告1>

有汗用桂枝汤加减：桂枝12克、白芍12克、甘草8克、大枣5枚、生姜15克。

颈椎难受加葛根20克。
注意 <警告1>

三、受冷风吹而造成的感冒，症状较轻，每次感冒都引发咳嗽，一般胆胃上逆的人可以用此方剂。

该方剂能防止感冒的寒气往胆胃传递。

苏叶20克、生姜15克、甘草10克、茯苓15克、半夏15克、陈皮10克、干姜15克、砂仁10克。注意 <警告1>

四、柴胡桂枝汤：是小柴胡汤和桂枝汤合方。

感冒后不愿意吃饭，一天不吃饭都不饿。咽喉干痛，头痛头晕。该方剂主要治疗感冒初得没注意，造成重度感冒。一般小儿感冒都属于此类。

属于少阳和阳明合症。

柴胡20克、桂枝15克、白芍15克、姜半夏15克、黄芩12克、生姜15克、大枣10枚、炙甘草6克、党参15克、桔梗15克、 生石膏45克。

服药后感觉腿凉后，可以加桂枝15克、赤芍15克、生龙骨25克、煅牡蛎25克。

成人或者年龄过40岁的的男性，可以加制附子15克（附子的克数如有音频与文字不符情况，以文字为准）。
注意 <警告1> <警告2>

五、肾阳不足，感受风寒，怕冷严重，嗓子红肿，声音嘶哑。感冒好了容易犯。

用麻黄附子细辛汤：

麻黄15克、炙甘草10克、细辛3克、生姜60克、制附子15克（附子的克数如有音频与文字不符情况，以文字为准）。（如果见效，而且感觉还没有好利索，可以同时服用两丸金匮肾气丸。）
注意 <警告1> <警告2>

注：也可以治疗小儿肺炎，长期高烧造成的四肢冰凉、高烧不退。拿掉生姜和炙甘草。

两岁宝宝麻黄3克、细辛1克、制附子3克（附子的克数如有音频与文字不符情况，以文字为准），前提是四肢冰凉、高烧不退，没精神，喜欢睡觉。
注意 <警告1> <警告2>

六、高热打寒战，全身痛，烦躁。发烧温度较高的可以用来退烧。

大青龙汤

麻黄18克、桂枝10克、杏仁10克、甘草10克、生石膏15克、生姜10克、大枣7枚。

生石膏的量可以加到45克。适用于高烧严重者。
注意 <警告1>

七、感冒引发的咳嗽怎么办？

茯苓15克、甘草10克、干姜15克、半夏15克、细辛3克、五味子8克、陈皮15克、杏仁12克、麦冬15克、生石膏20克、白芍15克、川贝母15克、生姜15克、苏叶15克、紫菀30克、百部12克、金沸草15克。
注意 <警告1>

八、感冒容易引发咽炎和扁桃体炎。

引发扁桃体炎可以吃清火栀麦片。

引发咽炎可以服用方剂：甘草10克、桔梗15克、半夏15克、射干15克，如果咽部已经化脓加浙贝母15克、升麻10克、丹皮15克、元参15克、制鳖甲15克。
注意 <警告1>
附：

一、系统性红斑狼疮：

一般为厥阴病，血虚水盛。治疗上养血利水。

柴胡25克、黄芩15克、天花粉20克、生牡蛎25克、生龙骨25克、桂枝15克、白芍20克、当归15克、川芎15克、苍术15克、白术15克、茯苓15克、干姜10克、泽泻25克、炙甘草10克，如果有心烦多出汗和发烧的症状可以加生石膏45克。<警告1>

二、长期性口腔溃疡：（尤其偏重老年人）

属于脾胃虚弱造成的，胆火不降引发虚火上炎。

生薏苡仁15克、藿香10克、白蔻仁5克、炒白术15克、生姜10克、白蒺藜10克、地骨皮10克、炒枳壳10克、天冬15克、麦冬15克、荷叶5克、陈皮8克、首乌藤30克、玉竹6克。<警告1>

三、脉管炎：中医叫脱疽

主要是由于肢体动脉阻塞后血流减少肢体缺血而引起。患指（趾）温度降低，肢端怕冷，触之冰冷，遇冷则痛甚，夜间加剧。严重者出现坏疽，肢端手足指（趾）色黑，溃烂、脱落．严重者可有肢端溃疡或坏死。中医认为肾阳不足感受寒邪造成的气滞血瘀。

乌头桂枝汤：制川乌10克、桂枝10克、白芍10克、炙甘草6克、蜂蜜20克、生姜15克、大枣4枚。<警告3>

当归四逆汤：当归12克、桂枝12克、白芍12克、细辛3克、炙甘草5克、通草8克、红枣4枚、加白术15克、制附子10克（附子的克数如有音频与文字不符情况，以文字为准）。<警告1> <警告2>

两个方子交替服用。

注：可以用黄芪桂枝五物汤善后或者吃金匮肾气丸。<警告1> 

<警告1：本方剂仅供中医爱好者学习探讨；因中草药熬制和禁忌等因素，如果私用此方剂，详情请咨询当地中医师。>

<警告2：由于方中含有制附子，毒性较大，需要特殊熬法，所以建议到药店熬，不要自己熬。入药熬制请到当地的中药店咨询中医师。根据中国药典的规定制附子的标准剂量是3-15克，严禁私自提高剂量。如果剂量超过15克，需征得当地中医师签字许可。>

<警告3：由于方中含有乌头（制川乌），毒性较大，需要特殊熬法，所以建议到药店熬，不要自己熬。入药熬制请到当地中药店咨询中医师。> 收起全文d",  , , 1,"
                        2019年11月15日 03:04
                        ",华为手机 畅享玩不停,https://s.weibo.com/weibo/%25E8%25BA%25BA%2520%25E5%258F%2591%25E8%2599%259A?q=%E8%BA%BA%20%E5%8F%91%E8%99%9A&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/7309598217/IgfrHwv84?refer_flag=1001030103_
