用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
Dear--小·安·然,"
                    回复@依萍看了想跳河:他们是请来的点评嘉宾吗？气死我了//@依萍看了想跳河:你是对的。那群人怎样都要挑自己家的刺。看得真不舒服。也不知道姐姐会不会看工作室的评论                ",  , , ,2019年12月31日 20:41,iPhone 8 Plus,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g,https://weibo.com/5807568650/Inm1G6HPx?refer_flag=1001030103_
悠河梨花清,"
                    许多个夜晚我真的真的很想她她现在在干嘛天冷了有没感冒最近过得还好吗有男朋友了吗有人照顾她吗分开了半年多了她会不会也像我想她一样的想我呢新的一年就要来了要记得一定一定要好好照顾好自己啊我会照顾好自己的不用担心我倒是你整天这痛那痛的虽然现在没有我陪你去医院了但一定不要省那个钱不要怕身体不舒服就要去看我...一直都在挂念你啊我的老朋友你几时回来啊 收起全文d
                ",  , , ,"
                        2019年12月31日 21:02
                        ",HUAWEI nova 2,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g,https://weibo.com/2925089893/Inm9U5QIH?refer_flag=1001030103_
雨桐点点,"
                    昨晚睡觉做了个梦，记录一下吧梦里开头是纹眉老师参加了一场游戏，有一系列游戏关卡的那种，我没有去，但是我弟弟去了（梦里我有个弟弟，品行很差，吊儿郎当，换女生如换衣服一样的渣男。经常玩自杀），在梦里我弟弟快嗝屁的时候老师三番五次救了我弟弟然后就回到了家里（老家房子，五层），老师在我家住一段时间，回来后我弟弟一直缠着纹眉老师，我看了心里一直很不舒服，就三番五次警告弟弟离老师远点儿，有一次梦里的我情绪过激说的话过重，说完我就走了。随后听到了很重的下水声音，我赶紧跑了下去看到弟弟去溺水自杀，我就赶紧用竹竿把弟弟撑起来，弟弟那时候意识还有，纹眉老师和我妈就跑下来，老师二话不说立刻冲上去给弟弟做人工呼吸两次。弟弟大喊“这是什么神仙！”，我看到这一幕我的鼻血立刻喷出来，老师看到了我，我立刻转身跑上楼去把自己锁起来。  OVER，这个梦让我睡到早上十点半（微笑） 心理老师说“梦中的弟弟是潜意识的我” ，妈妈的态度是这个梦就很严重了，我应该把注意力放在其他事情上，回想那几年反复梦到zy阿姨反复去学校找她找不到，大概也是欲望吧。早上这个梦差点又跟妈妈吵起来，妈妈一直跟我说边界感，还有我这个是占有欲。  我极度否认，可能我潜意识里太多我不知的东西了，明天就2020了，2019我反复失业，2020会不会好一点点，往年对新年都毫无感觉，现在开始惆怅了，害  那梦就让它过去叭。今晚吃了好多米饭，减肥，再说吧。我看看能不能安排时间转呼啦圈 收起全文d
                ",  , , ,"
                        2019年12月31日 20:15
                        ",微博国际版,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g,https://weibo.com/6644712972/InlRdaeip?refer_flag=1001030103_
今天junjun瘦了吗,"
                    而且我妈妈这两天身体不好，觉得心脏又不舒服了，给她买了药不知道吃了会不会好些，如果不能好转她可能要提前回成都休息了，从我妈买年后回家票那天开始，我就有点分离焦虑，感觉她回去了剩下我被抛弃了，如果还提前回去我真的不知道怎么办了，虽然我有了迷你猪当了妈妈，但我也还是我妈妈的孩子啊 ​                ",  , , ,"
                        2019年12月31日 19:47
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g,https://weibo.com/3994239477/InlFwjTWe?refer_flag=1001030103_
暖公主46,"
                    现在的日子真的是好过多了，真的是幸福多了。这几天虽然来例假，但是也很舒服，纸，卫生巾，不用担心没钱买，双十一囤了好多。肚子也不疼，没有任何的不舒服。经期真的是很舒服很舒服。想学习就有好多好多的资料，可以买到名师的课件，可以随时得到疑问的解答。不用像上学的时候打手电筒躲在被窝里面，虽然我也不是什么好学生。整个冬天也冻不着，上高中时候那个冻呀，晚上睡觉腿都不敢伸开，就一直蜷着。冬天洗衣服都是很冰很冰的水，刚开始手放进去就会冻的生疼，硬着头皮洗一会也就好了。我的同床，洗头发都会用冰水，而且是冬天。不知道她现在还会不会用冰水？从小到大，我们的物质生活真的是明显的变化，我们的祖国也在变的越来越好。我们的精神世界也在进步。希望2020年，我们的生活会越来越好。 收起全文d
                ",  , , ,"
                        2019年12月31日 19:33
                        ",前置双摄vivo X9Plus,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g,https://weibo.com/3105092064/InlzV8orW?refer_flag=1001030103_
用户c3tfxel2g6,"
                    间，骆虞又不想让池穆住的不舒服。 　　池穆：“不会小，只不过会不会太打扰阿姨了？” 　　骆虞：“怎么会，你不知道我妈天天池池长池池短的，总是夸你，你来我家的话，她高 ​                ",  , , ,"
                        2019年12月31日 19:28
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g,https://weibo.com/2951631741/Inly06fel?refer_flag=1001030103_
安安爱财不爱色,"
                    555可以换新置顶惹十月底是114斤 但是我没有拍图 只找到了116斤的照片了害 但是这么算的话 两个月我瘦了21斤还挺开心 [小小声嘀咕：其实只有19斤]我也很意外自己能坚持下来 开个小小的经验分享会希望对减肥的姐妹有一丢丢帮助 [虽然可能只有我一个人]1> 心态第一位 我觉得心宽体胖这个词挺适合我的 就是啥也不愁还挺能吃 所以慢慢就胖起来了 后来爱美了就决定开始减肥 但是就一直只是嘴上说说 每天跟喊口号一样 就好像天天说要减肥就会瘦了说出来你们不要笑 这两个月能坚持下来其实是因为我交男朋友了 而且我和我男朋友快一样重了 他180cm/60kg 我163cm/57kg  真好 我出门都快可以给他遮风挡雨了哈还有就是以前会被人说是胖子 我一个花季少女被说是胖子能行吗 所以我还特励志地在床上和书桌上贴了标签激励自己2>饮食最重要的就是不要节食不要节食不要节食 一开始减肥我饿了好几天 而且体重掉的还挺快 我还沾沾自喜 结果到后面就不掉了 而且我身体也不舒服 就是肚子胀气 吃了东西就开始打嗝 人还昏昏沉沉的 我特别怕死一人 马上就去看医生 医生说有点慢性胃炎 我就害怕 就好好吃饭了 现在是没有慢性胃炎的症状了 医生说大概三五个月就能好 放一部分饮食 因为男朋友的原因 偶尔饮食也很油腻 但是大多时候都是在食堂正常吃饭 要记住摄入优质蛋白 晚饭会吃的少一点3>运动早上会喊上男朋友晨跑半小时 晚上跳绳 深蹲 仰卧起坐 平板支撑 我就是看心情选一两个做 就是不能断 找个人监督自己会好一点 不然我觉得运动太枯燥了 不过最近在准备期末考试 就没运动 还好体重也没涨4>排毒一开始节食减肥就完全便秘了 然后找室友买了排毒果蔬 就好很多了 后来虽然没有便秘了 但是也有在喝 就是促进代谢 还有辅助减肥吧 因为以前来流血小丸子都量少 而且每次都冒痘痘 但是现在流血小丸子就很正常 而且不冒痘痘给你们留个传送门：Yeeep1111不知道备注安安会不会优惠一点我暂时能想到的就是这么多了 对姐妹们有一丢丢借鉴意义就行我要出门跨年啦 2020年再见 收起全文d
                ",  3, 73, 107,"
                        2019年12月31日 19:21
                        ",,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g,https://weibo.com/7281447062/InlvagWXJ?refer_flag=1001030103_
我在月中眠,"
                    我好头大，又想后两张截图发过去又觉得这是人家好心的祝福我这样做会不会很不礼貌。但是，我一个过了语文教资的人真的看到很不舒服啊啊啊！我的天呢乱用成语真的好别扭啊 ​                ",  , , 1,"
                        2019年12月31日 19:01
                        ",前置双摄vivo X9,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=2,https://weibo.com/6739265516/InlmUqH66?refer_flag=1001030103_
小丸子不是小哭包,"
                    我都不知道海口有台风 我都没想过他吃糖会不会是嗓子不舒服所以我不配嘛我也只配为绝美爱情流泪了                ",  , , ,2019年12月31日 04:06,OPPO智能手机,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=2,https://weibo.com/7270843849/InfvEktUY?refer_flag=1001030103_
如是是你的甜甜honey,"
                    我今天图好看头铁就穿了衬衫毛呢，冷到打颤于是路上一直挂室友身上。我室友说我会不会靠的不舒服她也穿的毛呢没有羽绒服的毛茸茸。我：我确实不舒服但是是因为我觉得你矮了。我腰这样扭着走路不舒服。你要是一米七就好了。室友：你以后要是谈个男朋友一米八的话你就靠不到肩了你岂不是很难受。我：身高差大的话他背我就好了我可以整个人埋进去^^。今天又是我朋友们觉得我单身真好的一天叶。 收起全文d
                ",  , , ,"
                        2019年12月31日 18:42
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=2,https://weibo.com/3772192607/Inlfr8MEF?refer_flag=1001030103_
随影如恍,"
                                            
                        2019年12月31日 18:32
                        
                                          来自 HUAWEI Mate 20 X                ",  , , ,2019年12月31日 09:45,,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=2,https://weibo.com/1809233862/InhJis5OZ?refer_flag=1001030103_
记得挂住玲玲babe,"
                    当教官把我们带到新的方阵旁边然后说工作需要 没有办法大家体谅一下 有缘再会 他说出这句话的时候真的不舒服 就好像我们永远都不知道眼前的谁此时此刻会不会是最后一面 ​                ",  , 2, ,"
                        2019年12月31日 17:49
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=2,https://weibo.com/7017945725/InkTQvoT1?refer_flag=1001030103_
東懂東東東動懂,"
                    191231 网易时尚 采访👧🏻：拿到“年度电视剧演员”的奖项后，最想感谢谁？🐷：其实，最想感谢的是公司、时尚先生也是，还有一直支持关注我的粉丝和观众。其实也没什么兴不兴奋的，就是未来我会更努力，拿更多的奖。👧🏻：跟大家分享一下今天的穿搭吧！🐷：我今天戴的是TIFFANY T系列的戒指、还有手镯、还有海马的胸针。👧🏻：这些单品你最喜欢哪个？🐷：最喜欢就是胸针啊。👧🏻：是因为最贵吗？🐷：对。（嘿嘿）👧🏻：跟Maggie Q合影，会不会担心gl姐姐看了不开心？🐷：啊，不会啊，问题是gl姐应该也看不到。👧🏻：粉丝做过最让你感动的事是什么？🐷：其实她们一直都是对我特别好，然后距离最近的一次就是我前阵子去录快本，她们弄了个应援。然后还有送礼物给其他嘉宾，我觉得特别感谢。其实没关系的，我就觉得不用，浪费钱。但还是很感动，谢谢。👧🏻：你给自己的女装打几分？🐷：四分吧。👧🏻：为什么会扣掉6分？🐷：太奇怪了就觉得，那四分也完全是造型啊，头发什么的加的分吧。👧🏻：第一次尝试女装有做什么准备吗？🐷：有啊，心理建设（嘿嘿），让自己放松，这是一场戏，这是工作。这次放开了一点，解放天性了一点，但还是觉得会不舒服。👧🏻：最近在健身吗？🐷：没有，我最近在减肥，一直在努力的减肥。👧🏻：那你减肥的方法是什么？🐷：不吃饭，还有就是多运动吧，打球啊，游泳啊各种。👧🏻：超过多少斤会必须要减肥？🐷：我是超过了（自我标准的）20斤吧，所以我才一定要减肥。👧🏻：说一句土味情话给粉丝？🐷：你们就是我的土味情话。-最后那个我不满意 L東懂東東東動懂的微博视频 收起全文d
                ",  2, 15, 112,"
                        2019年12月31日 16:57
                        ",凯鹿夫妇超话,https://s.weibo.com/weibo/%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D%2520%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A?q=%E4%B8%8D%E8%88%92%E6%9C%8D%20%E4%BC%9A%E4%B8%8D%E4%BC%9A&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=2,https://weibo.com/6353974640/InkyC643l?refer_flag=1001030103_
